"Prices","year","month"
6.54,2002,1
6.96,2002,2
7.03,2002,3
7.38,2002,4
7.22,2002,5
7.32,2002,6
7.39,2002,7
7.34,2002,8
7.28,2002,9
7.14,2002,10
7.27,2002,11
6.64,2002,12
6.89,2003,1
6.86,2003,2
7.18,2003,3
7.81,2003,4
7.18,2003,5
7.72,2003,6
7.64,2003,7
7.67,2003,8
7.51,2003,9
7.46,2003,10
7.67,2003,11
7.26,2003,12
6.97,2004,1
7.2,2004,2
7.66,2004,3
8.14,2004,4
7.78,2004,5
7.76,2004,6
7.91,2004,7
7.87,2004,8
7.82,2004,9
7.75,2004,10
7.63,2004,11
7.16,2004,12
7,2005,1
7.23,2005,2
7.58,2005,3
7.87,2005,4
8.19,2005,5
8.31,2005,6
8.25,2005,7
8.18,2005,8
8.47,2005,9
8.14,2005,10
8.61,2005,11
8.03,2005,12
7.73,2006,1
8.14,2006,2
8.27,2006,3
8.96,2006,4
8.69,2006,5
9.35,2006,6
9.18,2006,7
9.56,2006,8
9.13,2006,9
8.64,2006,10
8.45,2006,11
8.09,2006,12
8.62,2007,1
8.73,2007,2
9.06,2007,3
9.58,2007,4
9.39,2007,5
9.66,2007,6
9.46,2007,7
9.94,2007,8
9.33,2007,9
9.44,2007,10
9.41,2007,11
9.03,2007,12
9.2,2008,1
9.16,2008,2
9.3,2008,3
9.89,2008,4
10.01,2008,5
10.96,2008,6
11.08,2008,7
11.06,2008,8
11.07,2008,9
11.57,2008,10
11.01,2008,11
10.19,2008,12
10.57,2009,1
10.64,2009,2
10.61,2009,3
11.09,2009,4
10.59,2009,5
11.24,2009,6
10.81,2009,7
10.91,2009,8
10.85,2009,9
10.4,2009,10
10.2,2009,11
9.82,2009,12
9.82,2010,1
9.77,2010,2
10.25,2010,3
11.19,2010,4
10.99,2010,5
10.81,2010,6
10.79,2010,7
11.18,2010,8
11.1,2010,9
11.44,2010,10
10.89,2010,11
10.34,2010,12
10.28,2011,1
10.56,2011,2
10.92,2011,3
10.87,2011,4
11.25,2011,5
11.29,2011,6
11.34,2011,7
11.41,2011,8
11.56,2011,9
11.73,2011,10
11.15,2011,11
10.87,2011,12
10.91,2012,1
11.21,2012,2
11.48,2012,3
11.56,2012,4
11.14,2012,5
11.56,2012,6
11.58,2012,7
11.71,2012,8
11.76,2012,9
11.71,2012,10
11.04,2012,11
10.96,2012,12
10.81,2013,1
10.91,2013,2
10.96,2013,3
11.39,2013,4
11.42,2013,5
11.65,2013,6
11.56,2013,7
11.6,2013,8
11.73,2013,9
11.79,2013,10
10.74,2013,11
10.5,2013,12
10.69,2014,1
11.21,2014,2
11.58,2014,3
11.75,2014,4
11.79,2014,5
11.82,2014,6
11.84,2014,7
11.75,2014,8
11.84,2014,9
11.74,2014,10
11.09,2014,11
11.04,2014,12
10.99,2015,1
11.23,2015,2
11.78,2015,3
12.3,2015,4
12.19,2015,5
12.01,2015,6
11.9,2015,7
12.05,2015,8
12.31,2015,9
12,2015,10
11.46,2015,11
11.23,2015,12
11.08,2016,1
11.5,2016,2
12.11,2016,3
12.42,2016,4
12.1,2016,5
12.16,2016,6
12.08,2016,7
12.22,2016,8
5.9,2001,1
6.03,2001,2
6.21,2001,3
6.22,2001,4
6.53,2001,5
6.55,2001,6
6.38,2001,7
6.3,2001,8
6.28,2001,9
6.56,2001,10
6.41,2001,11
6.25,2001,12
6,2002,1
6.06,2002,2
6.14,2002,3
6.26,2002,4
6.43,2002,5
6.53,2002,6
6.25,2002,7
6.24,2002,8
6.25,2002,9
6.48,2002,10
6.43,2002,11
6.06,2002,12
5.99,2003,1
5.92,2003,2
6.15,2003,3
6.48,2003,4
6.61,2003,5
6.51,2003,6
6.35,2003,7
6.28,2003,8
6.34,2003,9
6.54,2003,10
6.4,2003,11
5.96,2003,12
5.97,2004,1
5.96,2004,2
6.19,2004,3
6.32,2004,4
6.51,2004,5
6.36,2004,6
6.3,2004,7
6.27,2004,8
6.39,2004,9
6.53,2004,10
6.46,2004,11
6.01,2004,12
5.92,2005,1
6.03,2005,2
6.19,2005,3
6.32,2005,4
6.63,2005,5
6.41,2005,6
6.18,2005,7
6.15,2005,8
6.33,2005,9
6.55,2005,10
6.38,2005,11
5.92,2005,12
5.92,2006,1
6.18,2006,2
6.16,2006,3
6.43,2006,4
6.79,2006,5
6.44,2006,6
6.34,2006,7
6.34,2006,8
6.77,2006,9
6.81,2006,10
6.43,2006,11
6.23,2006,12
6.31,2007,1
6.2,2007,2
6.35,2007,3
6.75,2007,4
6.96,2007,5
6.73,2007,6
6.9,2007,7
7.09,2007,8
6.98,2007,9
7.28,2007,10
7.06,2007,11
6.74,2007,12
6.58,2008,1
6.67,2008,2
6.73,2008,3
7.1,2008,4
7.29,2008,5
7.07,2008,6
7.22,2008,7
7.52,2008,8
7.44,2008,9
7.61,2008,10
7.3,2008,11
6.93,2008,12
7.42,2009,1
7.65,2009,2
7.74,2009,3
7.99,2009,4
8.08,2009,5
7.97,2009,6
7.9,2009,7
7.94,2009,8
7.98,2009,9
8.3,2009,10
8.39,2009,11
8.02,2009,12
8.21,2010,1
8.35,2010,2
8.43,2010,3
8.94,2010,4
8.96,2010,5
8.65,2010,6
8.94,2010,7
9.2,2010,8
9.29,2010,9
9.49,2010,10
9.19,2010,11
8.77,2010,12
8.77,2011,1
8.81,2011,2
9.11,2011,3
9.43,2011,4
9.81,2011,5
9.42,2011,6
9.53,2011,7
9.69,2011,8
9.89,2011,9
10.04,2011,10
9.65,2011,11
9.47,2011,12
9.49,2012,1
9.68,2012,2
9.85,2012,3
9.84,2012,4
10.48,2012,5
9.92,2012,6
9.88,2012,7
9.85,2012,8
10.04,2012,9
10.18,2012,10
9.85,2012,11
9.63,2012,12
9.38,2013,1
9.44,2013,2
9.48,2013,3
9.67,2013,4
10.04,2013,5
9.74,2013,6
9.61,2013,7
9.73,2013,8
9.64,2013,9
9.6,2013,10
9.36,2013,11
9.08,2013,12
9.01,2014,1
9.14,2014,2
9.25,2014,3
9.57,2014,4
9.72,2014,5
9.57,2014,6
9.39,2014,7
9.53,2014,8
9.52,2014,9
9.71,2014,10
9.33,2014,11
9.09,2014,12
9.06,2015,1
9.15,2015,2
9.62,2015,3
10.13,2015,4
10.05,2015,5
10.47,2015,6
10.71,2015,7
10.63,2015,8
10.79,2015,9
10.98,2015,10
10.73,2015,11
10.43,2015,12
10.68,2016,1
10.68,2016,2
11,2016,3
11.29,2016,4
11.41,2016,5
11.16,2016,6
11.19,2016,7
11.57,2016,8
6.84,2001,1
7.24,2001,2
7.49,2001,3
7.62,2001,4
8.17,2001,5
8.46,2001,6
8.34,2001,7
8.41,2001,8
8.07,2001,9
8.03,2001,10
7.74,2001,11
7.5,2001,12
7.15,2002,1
7.48,2002,2
7.51,2002,3
7.77,2002,4
8.17,2002,5
8.36,2002,6
8.34,2002,7
8.31,2002,8
8.03,2002,9
7.8,2002,10
7.59,2002,11
7.05,2002,12
7.08,2003,1
7.12,2003,2
7.42,2003,3
7.81,2003,4
8.26,2003,5
8.44,2003,6
8.39,2003,7
8.34,2003,8
8.08,2003,9
7.95,2003,10
7.67,2003,11
7.23,2003,12
7.39,2004,1
7.3,2004,2
7.67,2004,3
7.95,2004,4
8.41,2004,5
8.49,2004,6
8.59,2004,7
8.54,2004,8
8.4,2004,9
8.17,2004,10
7.94,2004,11
7.45,2004,12
7.51,2005,1
7.57,2005,2
7.72,2005,3
8.41,2005,4
8.37,2005,5
8.68,2005,6
8.76,2005,7
8.71,2005,8
8.97,2005,9
8.1,2005,10
7.92,2005,11
7.44,2005,12
7.68,2006,1
7.92,2006,2
7.99,2006,3
8.43,2006,4
8.96,2006,5
9.05,2006,6
9,2006,7
9.01,2006,8
8.87,2006,9
8.73,2006,10
8.47,2006,11
7.85,2006,12
8.17,2007,1
8.02,2007,2
8.28,2007,3
8.69,2007,4
8.93,2007,5
9.34,2007,6
9.32,2007,7
9.33,2007,8
9.15,2007,9
8.97,2007,10
8.64,2007,11
8.21,2007,12
8.19,2008,1
8.35,2008,2
8.56,2008,3
8.92,2008,4
9.5,2008,5
9.64,2008,6
10.77,2008,7
10.82,2008,8
10.53,2008,9
10.38,2008,10
10.01,2008,11
9.83,2008,12
9.99,2009,1
10.16,2009,2
10.24,2009,3
10.65,2009,4
11.12,2009,5
11.16,2009,6
10.99,2009,7
10.91,2009,8
11.11,2009,9
10.84,2009,10
10.51,2009,11
10.13,2009,12
9.96,2010,1
10.22,2010,2
10.14,2010,3
10.8,2010,4
10.79,2010,5
10.8,2010,6
10.83,2010,7
10.85,2010,8
10.61,2010,9
10.57,2010,10
10.27,2010,11
9.92,2010,12
9.57,2011,1
9.7,2011,2
10.18,2011,3
10.43,2011,4
10.84,2011,5
11.04,2011,6
11.28,2011,7
11.4,2011,8
11.23,2011,9
11.12,2011,10
10.85,2011,11
10.48,2011,12
10.45,2012,1
10.89,2012,2
11.09,2012,3
11.38,2012,4
11.5,2012,5
11.84,2012,6
11.42,2012,7
11.25,2012,8
11.1,2012,9
11.03,2012,10
10.71,2012,11
10.51,2012,12
9.92,2013,1
10.24,2013,2
10.42,2013,3
10.54,2013,4
11.21,2013,5
11.42,2013,6
11.49,2013,7
11.49,2013,8
11.5,2013,9
11.12,2013,10
10.92,2013,11
10.36,2013,12
10.01,2014,1
10.08,2014,2
10.52,2014,3
11,2014,4
11.32,2014,5
11.65,2014,6
11.89,2014,7
11.9,2014,8
11.97,2014,9
11.57,2014,10
11.46,2014,11
10.89,2014,12
10.8,2015,1
11.01,2015,2
10.94,2015,3
11.41,2015,4
11.63,2015,5
11.81,2015,6
11.66,2015,7
11.69,2015,8
11.85,2015,9
11.52,2015,10
11.48,2015,11
10.98,2015,12
10.66,2016,1
10.89,2016,2
11.18,2016,3
12,2016,4
12.03,2016,5
12.24,2016,6
11.71,2016,7
11.74,2016,8
7.36,2001,1
7.49,2001,2
7.76,2001,3
7.69,2001,4
7.79,2001,5
7.8,2001,6
7.7,2001,7
7.75,2001,8
7.68,2001,9
7.97,2001,10
7.78,2001,11
7.73,2001,12
7.38,2002,1
7.65,2002,2
7.66,2002,3
7.95,2002,4
7.9,2002,5
7.89,2002,6
7.84,2002,7
7.79,2002,8
7.76,2002,9
7.78,2002,10
7.93,2002,11
7.31,2002,12
7.61,2003,1
7.5,2003,2
7.86,2003,3
8.37,2003,4
8.19,2003,5
8.2,2003,6
8.03,2003,7
8.19,2003,8
8.13,2003,9
8.31,2003,10
8.59,2003,11
7.75,2003,12
7.66,2004,1
7.66,2004,2
7.43,2004,3
8.65,2004,4
8.26,2004,5
8.22,2004,6
8.22,2004,7
8.34,2004,8
8.51,2004,9
8.43,2004,10
8.71,2004,11
7.85,2004,12
7.96,2005,1
8.27,2005,2
8.39,2005,3
8.81,2005,4
8.96,2005,5
8.68,2005,6
8.79,2005,7
8.84,2005,8
8.91,2005,9
8.9,2005,10
8.95,2005,11
8.79,2005,12
8.56,2006,1
8.65,2006,2
8.59,2006,3
9.05,2006,4
9.08,2006,5
9.18,2006,6
9.09,2006,7
9.26,2006,8
9.29,2006,9
9.29,2006,10
9.34,2006,11
8.86,2006,12
8.86,2007,1
8.89,2007,2
8.98,2007,3
9.35,2007,4
9.29,2007,5
9.29,2007,6
9.31,2007,7
9.33,2007,8
9.2,2007,9
9.38,2007,10
9.32,2007,11
9.06,2007,12
9.05,2008,1
8.98,2008,2
9.34,2008,3
9.8,2008,4
10.2,2008,5
10.31,2008,6
10.17,2008,7
10.31,2008,8
10.29,2008,9
10.44,2008,10
10.08,2008,11
9.63,2008,12
10.05,2009,1
10.35,2009,2
10.4,2009,3
10.7,2009,4
10.67,2009,5
10.6,2009,6
10.53,2009,7
10.38,2009,8
10.43,2009,9
10.95,2009,10
10.91,2009,11
9.81,2009,12
9.95,2010,1
10.3,2010,2
9.11,2010,3
10.96,2010,4
10.75,2010,5
10.8,2010,6
10.78,2010,7
10.86,2010,8
10.69,2010,9
11.09,2010,10
11.14,2010,11
10.13,2010,12
10.09,2011,1
10.77,2011,2
11.19,2011,3
11.21,2011,4
11.38,2011,5
10.72,2011,6
10.99,2011,7
11.16,2011,8
11.77,2011,9
11.49,2011,10
11.39,2011,11
11.28,2011,12
11.15,2012,1
11.64,2012,2
12.04,2012,3
11.94,2012,4
11.4,2012,5
12.32,2012,6
11.48,2012,7
12.14,2012,8
11.85,2012,9
11.8,2012,10
11.67,2012,11
11.87,2012,12
11.72,2013,1
11.6,2013,2
11.11,2013,3
12.04,2013,4
12.71,2013,5
12.21,2013,6
12.3,2013,7
12.21,2013,8
12.11,2013,9
12.44,2013,10
12.01,2013,11
11.68,2013,12
11.81,2014,1
12.04,2014,2
12.39,2014,3
12.72,2014,4
12.78,2014,5
12.64,2014,6
12.74,2014,7
12.68,2014,8
12.68,2014,9
12.83,2014,10
12.53,2014,11
11.98,2014,12
11.77,2015,1
12.03,2015,2
12.22,2015,3
13.1,2015,4
12.69,2015,5
12.52,2015,6
12.49,2015,7
12.59,2015,8
12.76,2015,9
12.65,2015,10
12.65,2015,11
12.05,2015,12
11.72,2016,1
11.9,2016,2
12.86,2016,3
12.77,2016,4
12.54,2016,5
12.68,2016,6
12.58,2016,7
12.76,2016,8
7.53,2001,1
7.77,2001,2
8.02,2001,3
8,2001,4
8.22,2001,5
8.19,2001,6
8.31,2001,7
8.35,2001,8
8.35,2001,9
8.67,2001,10
8.23,2001,11
8.06,2001,12
7.8,2002,1
8.04,2002,2
8.08,2002,3
8.25,2002,4
8.26,2002,5
8.14,2002,6
8.36,2002,7
8.35,2002,8
8.46,2002,9
8.63,2002,10
8.36,2002,11
7.73,2002,12
7.9,2003,1
7.84,2003,2
8.14,2003,3
8.58,2003,4
8.45,2003,5
8.33,2003,6
8.41,2003,7
8.57,2003,8
8.68,2003,9
8.97,2003,10
8.68,2003,11
7.87,2003,12
7.92,2004,1
8.04,2004,2
8.32,2004,3
8.54,2004,4
8.44,2004,5
8.22,2004,6
8.56,2004,7
8.75,2004,8
8.96,2004,9
9.11,2004,10
8.87,2004,11
8.14,2004,12
8.1,2005,1
8.3,2005,2
8.35,2005,3
8.72,2005,4
8.85,2005,5
8.57,2005,6
8.67,2005,7
8.76,2005,8
8.94,2005,9
9.38,2005,10
9.18,2005,11
8.43,2005,12
8.57,2006,1
8.77,2006,2
8.74,2006,3
9.16,2006,4
9.23,2006,5
9.03,2006,6
9.2,2006,7
9.31,2006,8
9.68,2006,9
9.76,2006,10
9.23,2006,11
8.85,2006,12
8.85,2007,1
8.88,2007,2
9.21,2007,3
9.61,2007,4
9.48,2007,5
9.32,2007,6
9.67,2007,7
9.51,2007,8
9.64,2007,9
10.01,2007,10
9.58,2007,11
9.19,2007,12
8.75,2008,1
8.85,2008,2
9.17,2008,3
9.54,2008,4
9.78,2008,5
9.52,2008,6
9.85,2008,7
9.84,2008,8
10.02,2008,9
10.27,2008,10
9.63,2008,11
9.29,2008,12
9.39,2009,1
9.8,2009,2
9.79,2009,3
10.17,2009,4
10.22,2009,5
9.98,2009,6
10.2,2009,7
10.06,2009,8
10.39,2009,9
10.64,2009,10
10.22,2009,11
9.5,2009,12
9.36,2010,1
9.99,2010,2
9.91,2010,3
10.55,2010,4
10.37,2010,5
10.14,2010,6
10.43,2010,7
10.52,2010,8
10.54,2010,9
10.64,2010,10
10.08,2010,11
9.44,2010,12
9.33,2011,1
10.09,2011,2
10.13,2011,3
10.33,2011,4
10.45,2011,5
10.13,2011,6
10.37,2011,7
10.43,2011,8
10.95,2011,9
11.17,2011,10
10.35,2011,11
10.08,2011,12
10.09,2012,1
10.76,2012,2
11,2012,3
11.42,2012,4
10.8,2012,5
11,2012,6
11.03,2012,7
11.23,2012,8
11.52,2012,9
11.41,2012,10
10.53,2012,11
10.41,2012,12
10.24,2013,1
10.51,2013,2
10.35,2013,3
11.1,2013,4
11.27,2013,5
11.11,2013,6
11.24,2013,7
11.41,2013,8
11.56,2013,9
11.86,2013,10
10.99,2013,11
10.56,2013,12
10.26,2014,1
11.01,2014,2
10.92,2014,3
11.81,2014,4
11.36,2014,5
11.38,2014,6
11.28,2014,7
11.42,2014,8
11.57,2014,9
11.89,2014,10
10.63,2014,11
10.46,2014,12
10.54,2015,1
10.68,2015,2
11.24,2015,3
12.11,2015,4
11.42,2015,5
11.11,2015,6
11.47,2015,7
11.63,2015,8
11.91,2015,9
12.11,2015,10
11.41,2015,11
10.96,2015,12
10.44,2016,1
10.77,2016,2
11.66,2016,3
11.72,2016,4
11.41,2016,5
11.13,2016,6
11.19,2016,7
11.36,2016,8
6.74,2001,1
6.88,2001,2
6.99,2001,3
7.17,2001,4
8.46,2001,5
8.56,2001,6
8.65,2001,7
8.76,2001,8
8.46,2001,9
7.41,2001,10
7.13,2001,11
7.01,2001,12
6.92,2002,1
7.03,2002,2
7,2002,3
7.23,2002,4
8.12,2002,5
8.72,2002,6
8.69,2002,7
8.52,2002,8
8.35,2002,9
7.67,2002,10
7.38,2002,11
6.82,2002,12
6.89,2003,1
6.84,2003,2
6.99,2003,3
7.27,2003,4
7.91,2003,5
8.79,2003,6
8.77,2003,7
8.74,2003,8
8.74,2003,9
7.71,2003,10
7.36,2003,11
7,2003,12
6.84,2004,1
6.88,2004,2
7.07,2004,3
7.23,2004,4
7.96,2004,5
8.78,2004,6
8.86,2004,7
9.03,2004,8
8.53,2004,9
7.65,2004,10
7.59,2004,11
7.38,2004,12
7.61,2005,1
7.65,2005,2
7.75,2005,3
7.86,2005,4
8.94,2005,5
9.35,2005,6
9.23,2005,7
9.34,2005,8
9.15,2005,9
8.24,2005,10
8.24,2005,11
7.88,2005,12
8.36,2006,1
8.25,2006,2
8.31,2006,3
8.62,2006,4
9.42,2006,5
10.74,2006,6
10.6,2006,7
10.6,2006,8
11.06,2006,9
10.69,2006,10
9.91,2006,11
9.94,2006,12
9.67,2007,1
9.5,2007,2
9.89,2007,3
9.98,2007,4
10.61,2007,5
13.77,2007,6
13.56,2007,7
13.55,2007,8
13.4,2007,9
13.32,2007,10
12.67,2007,11
12.88,2007,12
12.92,2008,1
12.83,2008,2
12.88,2008,3
13.37,2008,4
13.88,2008,5
14.27,2008,6
14.6,2008,7
14.58,2008,8
14.47,2008,9
14.65,2008,10
14.01,2008,11
13.89,2008,12
14.38,2009,1
14.76,2009,2
14.72,2009,3
14.8,2009,4
14.97,2009,5
15.87,2009,6
15.9,2009,7
15.66,2009,8
15.49,2009,9
14.86,2009,10
14.16,2009,11
14.25,2009,12
14.07,2010,1
14.12,2010,2
14.37,2010,3
14.59,2010,4
14.47,2010,5
15.1,2010,6
14.93,2010,7
14.86,2010,8
14.93,2010,9
13.62,2010,10
13.23,2010,11
13.21,2010,12
13.12,2011,1
13.39,2011,2
13.56,2011,3
13.77,2011,4
13.95,2011,5
13.72,2011,6
13.11,2011,7
13.32,2011,8
13.38,2011,9
13.19,2011,10
12.72,2011,11
12.76,2011,12
12.48,2012,1
12.55,2012,2
12.86,2012,3
12.9,2012,4
12.95,2012,5
13.14,2012,6
12.88,2012,7
13.09,2012,8
13.17,2012,9
13.03,2012,10
12.4,2012,11
12.67,2012,12
12.5,2013,1
12.51,2013,2
12.56,2013,3
12.78,2013,4
12.89,2013,5
13.98,2013,6
13.73,2013,7
13.92,2013,8
13.94,2013,9
13.69,2013,10
13.16,2013,11
13.43,2013,12
13.16,2014,1
13.51,2014,2
13.6,2014,3
14.1,2014,4
14.22,2014,5
13.75,2014,6
13.78,2014,7
13.72,2014,8
13.56,2014,9
13.97,2014,10
13.19,2014,11
13.48,2014,12
13.07,2015,1
13.14,2015,2
13.16,2015,3
13.76,2015,4
13.65,2015,5
14.68,2015,6
13.95,2015,7
13.95,2015,8
14.12,2015,9
15.34,2015,10
14.98,2015,11
14.67,2015,12
14.04,2016,1
13.98,2016,2
14.36,2016,3
14.37,2016,4
14.7,2016,5
14.61,2016,6
14.05,2016,7
13.83,2016,8
6.75,2001,1
7.28,2001,2
7.48,2001,3
7.4,2001,4
7.82,2001,5
8.37,2001,6
8.4,2001,7
8.48,2001,8
7.94,2001,9
7.79,2001,10
7.36,2001,11
7.05,2001,12
7.04,2002,1
7.38,2002,2
7.35,2002,3
7.53,2002,4
7.72,2002,5
8.09,2002,6
8.16,2002,7
8.24,2002,8
8.02,2002,9
7.55,2002,10
7.46,2002,11
6.42,2002,12
7.16,2003,1
7.07,2003,2
7.45,2003,3
7.72,2003,4
7.8,2003,5
8.18,2003,6
8.25,2003,7
8.4,2003,8
8,2003,9
7.9,2003,10
7.53,2003,11
6.72,2003,12
7.05,2004,1
7.31,2004,2
7.61,2004,3
7.8,2004,4
7.97,2004,5
8.14,2004,6
8.4,2004,7
8.52,2004,8
8.4,2004,9
7.9,2004,10
7.78,2004,11
7.07,2004,12
7.73,2005,1
7.84,2005,2
8.13,2005,3
8,2005,4
8.47,2005,5
8.93,2005,6
9.08,2005,7
9.31,2005,8
9.45,2005,9
8.66,2005,10
8.65,2005,11
8.64,2005,12
8.09,2006,1
8.41,2006,2
8.4,2006,3
8.65,2006,4
8.76,2006,5
9.3,2006,6
9.65,2006,7
9.93,2006,8
9.21,2006,9
8.89,2006,10
8.33,2006,11
8.04,2006,12
8.16,2007,1
8.39,2007,2
8.77,2007,3
9.12,2007,4
8.93,2007,5
9.56,2007,6
9.78,2007,7
9.99,2007,8
9.61,2007,9
8.77,2007,10
8.62,2007,11
8.45,2007,12
8.55,2008,1
8.66,2008,2
9.14,2008,3
9.44,2008,4
9.72,2008,5
10.92,2008,6
11.09,2008,7
11.05,2008,8
10.6,2008,9
10.22,2008,10
9.49,2008,11
9.09,2008,12
9.48,2009,1
9.79,2009,2
9.76,2009,3
9.82,2009,4
10.06,2009,5
10.82,2009,6
10.8,2009,7
10.77,2009,8
10.6,2009,9
10.11,2009,10
9.68,2009,11
9.14,2009,12
8.94,2010,1
9.3,2010,2
9.56,2010,3
9.89,2010,4
10.22,2010,5
10.83,2010,6
10.87,2010,7
11.03,2010,8
10.61,2010,9
10,2010,10
9.59,2010,11
9.29,2010,12
9.69,2011,1
9.82,2011,2
10.9,2011,3
10.71,2011,4
11.31,2011,5
11.99,2011,6
11.96,2011,7
12.12,2011,8
11.57,2011,9
10.85,2011,10
10.45,2011,11
10.21,2011,12
10.23,2012,1
10.61,2012,2
10.58,2012,3
10.77,2012,4
11.08,2012,5
11.88,2012,6
12.13,2012,7
12.18,2012,8
11.87,2012,9
10.89,2012,10
10.28,2012,11
10.29,2012,12
10.43,2013,1
10.6,2013,2
10.84,2013,3
11.02,2013,4
11.74,2013,5
12.39,2013,6
12.55,2013,7
12.59,2013,8
12.2,2013,9
11.24,2013,10
10.66,2013,11
10.41,2013,12
10.9,2014,1
10.97,2014,2
11.3,2014,3
11.57,2014,4
11.9,2014,5
12.62,2014,6
12.63,2014,7
12.6,2014,8
12.21,2014,9
11.42,2014,10
10.72,2014,11
10.47,2014,12
10.43,2015,1
10.74,2015,2
10.58,2015,3
11.25,2015,4
11.68,2015,5
12.28,2015,6
13.28,2015,7
12.2,2015,8
12.1,2015,9
11.09,2015,10
10.44,2015,11
10.22,2015,12
10.45,2016,1
10.52,2016,2
11.14,2016,3
11.16,2016,4
11.51,2016,5
12.25,2016,6
12.29,2016,7
12.52,2016,8
8.14,2001,1
8.29,2001,2
8.51,2001,3
8.84,2001,4
8.93,2001,5
8.2,2001,6
8.76,2001,7
8.77,2001,8
8.82,2001,9
8.7,2001,10
8.7,2001,11
8.58,2001,12
8.38,2002,1
8.57,2002,2
8.53,2002,3
8.44,2002,4
8.1,2002,5
7.61,2002,6
8.07,2002,7
8.09,2002,8
8.09,2002,9
8.14,2002,10
8.21,2002,11
7.92,2002,12
8.09,2003,1
7.99,2003,2
8.21,2003,3
8.87,2003,4
8.56,2003,5
8.51,2003,6
8.49,2003,7
8.72,2003,8
8.74,2003,9
8.88,2003,10
8.98,2003,11
8.65,2003,12
8.8,2004,1
8.84,2004,2
8.94,2004,3
9.91,2004,4
8.95,2004,5
8.86,2004,6
8.93,2004,7
8.93,2004,8
8.99,2004,9
9,2004,10
9.12,2004,11
8.87,2004,12
9.21,2005,1
9.38,2005,2
9.55,2005,3
9.66,2005,4
9.64,2005,5
9.56,2005,6
9.58,2005,7
9.66,2005,8
9.69,2005,9
9.8,2005,10
9.91,2005,11
9.81,2005,12
11.04,2006,1
11.15,2006,2
11.2,2006,3
11.3,2006,4
11.31,2006,5
11.39,2006,6
11.4,2006,7
11.47,2006,8
11.47,2006,9
11.45,2006,10
11.41,2006,11
11.19,2006,12
11.06,2007,1
10.99,2007,2
11.16,2007,3
11.23,2007,4
11.18,2007,5
11.23,2007,6
11.29,2007,7
11.28,2007,8
11.3,2007,9
11.31,2007,10
11.34,2007,11
11.19,2007,12
11.05,2008,1
10.96,2008,2
11.16,2008,3
11.31,2008,4
11.4,2008,5
11.58,2008,6
11.75,2008,7
12.11,2008,8
12.08,2008,9
12.09,2008,10
11.97,2008,11
11.98,2008,12
12.58,2009,1
12.74,2009,2
12.6,2009,3
12.38,2009,4
12.26,2009,5
12.23,2009,6
12.36,2009,7
12.25,2009,8
12.34,2009,9
12.34,2009,10
12.49,2009,11
12.22,2009,12
9.34,2010,1
11.49,2010,2
11.54,2010,3
11.63,2010,4
11.55,2010,5
11.65,2010,6
11.71,2010,7
11.77,2010,8
11.73,2010,9
11.7,2010,10
11.7,2010,11
11.68,2010,12
11.33,2011,1
11.28,2011,2
11.46,2011,3
11.41,2011,4
11.52,2011,5
11.6,2011,6
11.61,2011,7
11.62,2011,8
11.59,2011,9
11.51,2011,10
11.56,2011,11
11.47,2011,12
11.55,2012,1
11.33,2012,2
11.09,2012,3
11.42,2012,4
11,2012,5
11.49,2012,6
11.31,2012,7
11.49,2012,8
11.6,2012,9
11.53,2012,10
11.82,2012,11
11.38,2012,12
11.2,2013,1
11.28,2013,2
11.09,2013,3
11.05,2013,4
11.22,2013,5
11.2,2013,6
11.27,2013,7
11.26,2013,8
11.58,2013,9
11.25,2013,10
11.47,2013,11
11.31,2013,12
11.74,2014,1
11.81,2014,2
11.75,2014,3
11.67,2014,4
11.76,2014,5
12,2014,6
11.87,2014,7
11.89,2014,8
12.22,2014,9
11.91,2014,10
12.11,2014,11
11.82,2014,12
11.93,2015,1
12.09,2015,2
11.63,2015,3
11.7,2015,4
11.59,2015,5
11.71,2015,6
11.94,2015,7
11.77,2015,8
11.81,2015,9
11.61,2015,10
11.69,2015,11
11.49,2015,12
11.6,2016,1
11.34,2016,2
11.24,2016,3
11.07,2016,4
10.86,2016,5
11.08,2016,6
11.18,2016,7
11.47,2016,8
7.16,2001,1
6.9,2001,2
6.65,2001,3
6.68,2001,4
8.77,2001,5
8.97,2001,6
9.18,2001,7
8.91,2001,8
8.37,2001,9
6.68,2001,10
6.91,2001,11
7.17,2001,12
7.03,2002,1
7.72,2002,2
6.76,2002,3
6.82,2002,4
7.94,2002,5
9.1,2002,6
9.21,2002,7
9.48,2002,8
8.59,2002,9
6.2,2002,10
7,2002,11
7.12,2002,12
7.07,2003,1
7.02,2003,2
6.97,2003,3
6.88,2003,4
8.84,2003,5
9,2003,6
9.14,2003,7
8.97,2003,8
8.36,2003,9
6.37,2003,10
6.82,2003,11
7.16,2003,12
7.2,2004,1
7.27,2004,2
7.17,2004,3
6.97,2004,4
8.56,2004,5
9.75,2004,6
9.3,2004,7
9.06,2004,8
8.6,2004,9
7.24,2004,10
6.59,2004,11
6.94,2004,12
7.45,2005,1
8.38,2005,2
8.68,2005,3
8.77,2005,4
7.7,2005,5
9.42,2005,6
10.09,2005,7
10.01,2005,8
10.07,2005,9
9.91,2005,10
8.8,2005,11
8.96,2005,12
9.34,2006,1
8.12,2006,2
8.54,2006,3
8.92,2006,4
9.59,2006,5
10.86,2006,6
