"Prices","year","month"
11.42,2013,3
11.64,2013,4
11.65,2013,5
12.49,2013,6
12.87,2013,7
12.63,2013,8
12.65,2013,9
11.84,2013,10
11.66,2013,11
11.46,2013,12
11.46,2014,1
11.69,2014,2
11.71,2014,3
12.11,2014,4
12.14,2014,5
13.06,2014,6
13.14,2014,7
12.89,2014,8
12.78,2014,9
11.81,2014,10
11.64,2014,11
11.47,2014,12
11.4,2015,1
11.7,2015,2
11.73,2015,3
12,2015,4
12,2015,5
12.46,2015,6
12.6,2015,7
12.47,2015,8
12.43,2015,9
11.74,2015,10
11.58,2015,11
11.44,2015,12
10.97,2016,1
11.26,2016,2
11.35,2016,3
11.78,2016,4
11.67,2016,5
12.56,2016,6
12.43,2016,7
12.79,2016,8
6.99,2001,1
7.13,2001,2
7.4,2001,3
8.09,2001,4
9.41,2001,5
9.04,2001,6
8.84,2001,7
8.84,2001,8
8.81,2001,9
8.95,2001,10
7.17,2001,11
7.26,2001,12
7.01,2002,1
7.17,2002,2
7.46,2002,3
7.69,2002,4
9.37,2002,5
8.97,2002,6
8.65,2002,7
8.78,2002,8
8.79,2002,9
8.99,2002,10
7.37,2002,11
7.46,2002,12
7.06,2003,1
7.57,2003,2
7.59,2003,3
7.82,2003,4
9.52,2003,5
9.09,2003,6
8.78,2003,7
8.74,2003,8
8.7,2003,9
8.83,2003,10
7.21,2003,11
7.55,2003,12
7.27,2004,1
7.49,2004,2
7.61,2004,3
8.05,2004,4
9.26,2004,5
9.1,2004,6
8.88,2004,7
8.87,2004,8
8.96,2004,9
8.79,2004,10
8.05,2004,11
7.86,2004,12
7.75,2005,1
7.99,2005,2
8.19,2005,3
8.67,2005,4
9.6,2005,5
9.41,2005,6
9.3,2005,7
9.28,2005,8
9.3,2005,9
9.23,2005,10
8.12,2005,11
7.88,2005,12
8.05,2006,1
8.21,2006,2
8.38,2006,3
8.92,2006,4
10.19,2006,5
10.05,2006,6
9.9,2006,7
9.88,2006,8
9.89,2006,9
9.88,2006,10
8.74,2006,11
8.56,2006,12
8.33,2007,1
8.46,2007,2
8.8,2007,3
9.19,2007,4
10.2,2007,5
9.96,2007,6
10.37,2007,7
10.33,2007,8
10.17,2007,9
10.16,2007,10
9.08,2007,11
8.89,2007,12
8.85,2008,1
9.02,2008,2
9.38,2008,3
10.02,2008,4
11.03,2008,5
11.06,2008,6
10.95,2008,7
10.86,2008,8
10.63,2008,9
10.46,2008,10
9.55,2008,11
9.61,2008,12
9.51,2009,1
9.82,2009,2
9.93,2009,3
10.65,2009,4
11.33,2009,5
11.27,2009,6
11.3,2009,7
11.29,2009,8
11.17,2009,9
10.97,2009,10
9.86,2009,11
9.7,2009,12
9.57,2010,1
9.84,2010,2
9.98,2010,3
10.24,2010,4
11.75,2010,5
11.74,2010,6
11.78,2010,7
11.59,2010,8
11.52,2010,9
10.96,2010,10
10.14,2010,11
10,2010,12
9.84,2011,1
9.93,2011,2
10.25,2011,3
10.97,2011,4
11.77,2011,5
11.77,2011,6
11.85,2011,7
11.67,2011,8
11.53,2011,9
11.08,2011,10
10.31,2011,11
9.98,2011,12
10.01,2012,1
10.26,2012,2
10.44,2012,3
11.17,2012,4
11.88,2012,5
11.9,2012,6
11.86,2012,7
11.83,2012,8
11.66,2012,9
11.36,2012,10
10.73,2012,11
10.41,2012,12
10.25,2013,1
10.69,2013,2
10.87,2013,3
11.73,2013,4
12.16,2013,5
12.15,2013,6
12.47,2013,7
12.28,2013,8
12.17,2013,9
12.01,2013,10
11.02,2013,11
10.97,2013,12
10.83,2014,1
11.13,2014,2
11.22,2014,3
11.88,2014,4
12.52,2014,5
12.36,2014,6
12.46,2014,7
12.36,2014,8
12.3,2014,9
11.9,2014,10
11.08,2014,11
10.85,2014,12
11.05,2015,1
11.58,2015,2
11.51,2015,3
12.26,2015,4
12.69,2015,5
12.74,2015,6
12.83,2015,7
12.64,2015,8
12.74,2015,9
12.22,2015,10
11.29,2015,11
10.75,2015,12
10.9,2016,1
11.46,2016,2
11.75,2016,3
12.36,2016,4
12.94,2016,5
12.54,2016,6
12.7,2016,7
12.56,2016,8
7.68,2001,1
8.02,2001,2
8.39,2001,3
8.52,2001,4
8.91,2001,5
9.63,2001,6
9.55,2001,7
9.53,2001,8
9.27,2001,9
9.11,2001,10
8.4,2001,11
8.23,2001,12
8.11,2002,1
7.98,2002,2
7.79,2002,3
7.98,2002,4
8.15,2002,5
8.5,2002,6
8.49,2002,7
8.07,2002,8
8.04,2002,9
7.51,2002,10
7.44,2002,11
8.07,2002,12
7.71,2003,1
8.11,2003,2
9.02,2003,3
9.03,2003,4
9.35,2003,5
10.07,2003,6
9.97,2003,7
9.89,2003,8
9.52,2003,9
8.93,2003,10
8.59,2003,11
8.38,2003,12
8.61,2004,1
8.55,2004,2
8.93,2004,3
9.39,2004,4
9.76,2004,5
10.44,2004,6
10.48,2004,7
10.71,2004,8
10.32,2004,9
9.57,2004,10
9.37,2004,11
9.24,2004,12
9.15,2005,1
9.5,2005,2
10.05,2005,3
10.15,2005,4
10.72,2005,5
11.21,2005,6
11.29,2005,7
11.47,2005,8
11.66,2005,9
11.6,2005,10
11.5,2005,11
11.42,2005,12
11.91,2006,1
12.12,2006,2
12.42,2006,3
12.72,2006,4
12.98,2006,5
13.41,2006,6
13.31,2006,7
13.35,2006,8
13.25,2006,9
13.18,2006,10
12.52,2006,11
11.91,2006,12
12.08,2007,1
11.97,2007,2
12.46,2007,3
12.56,2007,4
12.62,2007,5
12.73,2007,6
12.51,2007,7
12.4,2007,8
12.44,2007,9
12.42,2007,10
12.03,2007,11
11.75,2007,12
11.65,2008,1
11.35,2008,2
11.97,2008,3
12.53,2008,4
12.94,2008,5
13.43,2008,6
14.06,2008,7
13.84,2008,8
13.51,2008,9
13.53,2008,10
13.28,2008,11
13.08,2008,12
12.6,2009,1
12.84,2009,2
12.93,2009,3
12.88,2009,4
12.84,2009,5
12.66,2009,6
12.38,2009,7
12.15,2009,8
12.05,2009,9
11.97,2009,10
12.08,2009,11
11.52,2009,12
11.21,2010,1
11.34,2010,2
11.51,2010,3
12.12,2010,4
11.94,2010,5
11.85,2010,6
11.71,2010,7
11.7,2010,8
11.58,2010,9
11.62,2010,10
11.32,2010,11
11.25,2010,12
10.7,2011,1
10.65,2011,2
11.13,2011,3
11.16,2011,4
11.27,2011,5
11.25,2011,6
11.16,2011,7
11.15,2011,8
11.16,2011,9
11.23,2011,10
11.19,2011,11
10.89,2011,12
10.77,2012,1
11.05,2012,2
11.01,2012,3
11.02,2012,4
10.84,2012,5
10.97,2012,6
10.87,2012,7
10.96,2012,8
11.11,2012,9
11.16,2012,10
11.11,2012,11
10.99,2012,12
10.84,2013,1
11.05,2013,2
11.03,2013,3
11.43,2013,4
11.57,2013,5
11.44,2013,6
11.41,2013,7
11.45,2013,8
11.36,2013,9
11.68,2013,10
11.67,2013,11
11.27,2013,12
11.22,2014,1
11.25,2014,2
11.75,2014,3
12.06,2014,4
11.93,2014,5
12.17,2014,6
12.05,2014,7
12.05,2014,8
12.03,2014,9
12.07,2014,10
11.98,2014,11
11.81,2014,12
11.55,2015,1
11.7,2015,2
11.63,2015,3
12.17,2015,4
12.11,2015,5
11.85,2015,6
11.58,2015,7
11.51,2015,8
11.58,2015,9
11.41,2015,10
11.48,2015,11
11.33,2015,12
10.95,2016,1
11.06,2016,2
11.25,2016,3
11.28,2016,4
11.11,2016,5
11.1,2016,6
10.86,2016,7
10.94,2016,8
6.53,2001,1
6.76,2001,2
7.45,2001,3
7.71,2001,4
7.73,2001,5
8.03,2001,6
7.96,2001,7
8.01,2001,8
7,2001,9
6.66,2001,10
6.15,2001,11
6.02,2001,12
5.65,2002,1
6.04,2002,2
5.96,2002,3
6.18,2002,4
6.69,2002,5
7.51,2002,6
7.41,2002,7
7.1,2002,8
7.37,2002,9
7.1,2002,10
6.53,2002,11
6.14,2002,12
6.08,2003,1
6.55,2003,2
7.5,2003,3
7.69,2003,4
7.88,2003,5
8.54,2003,6
8.4,2003,7
8.36,2003,8
7.95,2003,9
7.43,2003,10
6.63,2003,11
5.75,2003,12
6.37,2004,1
6.62,2004,2
7.32,2004,3
7.93,2004,4
7.49,2004,5
8.75,2004,6
8.59,2004,7
8.36,2004,8
8.27,2004,9
8.14,2004,10
7.09,2004,11
6.82,2004,12
6.28,2005,1
6.86,2005,2
7.24,2005,3
7.59,2005,4
7.57,2005,5
8.28,2005,6
8.15,2005,7
8.36,2005,8
9.31,2005,9
9.12,2005,10
8.25,2005,11
7.46,2005,12
8.76,2006,1
8.59,2006,2
8.2,2006,3
8.85,2006,4
8.27,2006,5
8.64,2006,6
8.58,2006,7
9.1,2006,8
9.85,2006,9
8.79,2006,10
8.02,2006,11
6.46,2006,12
7,2007,1
7.64,2007,2
8.62,2007,3
8.89,2007,4
8.63,2007,5
8.76,2007,6
8.98,2007,7
8.86,2007,8
9.72,2007,9
9.27,2007,10
8.84,2007,11
7.87,2007,12
7.21,2008,1
7.94,2008,2
8.18,2008,3
8.89,2008,4
9.2,2008,5
9.91,2008,6
10.26,2008,7
10.43,2008,8
10.21,2008,9
9.84,2008,10
8.93,2008,11
7.38,2008,12
7.51,2009,1
9.41,2009,2
8.25,2009,3
8.57,2009,4
8.69,2009,5
8.26,2009,6
8.52,2009,7
8.31,2009,8
9.94,2009,9
10.01,2009,10
8.16,2009,11
7.31,2009,12
7.54,2010,1
8.07,2010,2
8.42,2010,3
9.73,2010,4
10.11,2010,5
9.33,2010,6
9.58,2010,7
9.53,2010,8
10.3,2010,9
10.02,2010,10
9.32,2010,11
8.16,2010,12
8.01,2011,1
8.29,2011,2
9.53,2011,3
10.08,2011,4
9.67,2011,5
9.71,2011,6
9.62,2011,7
9.85,2011,8
11.05,2011,9
10.44,2011,10
9.51,2011,11
8.34,2011,12
8.7,2012,1
9.48,2012,2
9.87,2012,3
10.31,2012,4
9.53,2012,5
9.5,2012,6
9.12,2012,7
9.7,2012,8
10.13,2012,9
10.09,2012,10
9.57,2012,11
8.71,2012,12
8.05,2013,1
9.19,2013,2
9.41,2013,3
10.36,2013,4
10.48,2013,5
10.25,2013,6
9.85,2013,7
9.96,2013,8
10.63,2013,9
10.64,2013,10
9.66,2013,11
8.2,2013,12
8.38,2014,1
9.37,2014,2
9.73,2014,3
11.13,2014,4
10.51,2014,5
10.49,2014,6
10.58,2014,7
10.2,2014,8
11.21,2014,9
10.83,2014,10
9.7,2014,11
8.98,2014,12
8.56,2015,1
9.46,2015,2
9.51,2015,3
11.17,2015,4
11.03,2015,5
10.29,2015,6
9.98,2015,7
10.27,2015,8
10.57,2015,9
11.12,2015,10
10.26,2015,11
9,2015,12
8.33,2016,1
9.63,2016,2
10.24,2016,3
10.93,2016,4
10.73,2016,5
9.99,2016,6
9.99,2016,7
10.51,2016,8
7.97,2001,1
8.52,2001,2
9.17,2001,3
8.64,2001,4
8.33,2001,5
8.8,2001,6
7.83,2001,7
7.56,2001,8
7.55,2001,9
7.82,2001,10
6.59,2001,11
6.38,2001,12
6.27,2002,1
6.42,2002,2
6.33,2002,3
6.54,2002,4
7.1,2002,5
7.69,2002,6
7.67,2002,7
7.46,2002,8
7.45,2002,9
7.22,2002,10
7.11,2002,11
7.08,2002,12
6.68,2003,1
6.59,2003,2
7.67,2003,3
8,2003,4
8.23,2003,5
8.3,2003,6
8.38,2003,7
8.44,2003,8
8.41,2003,9
8.12,2003,10
7.31,2003,11
7.12,2003,12
7.29,2004,1
7.28,2004,2
7.65,2004,3
7.83,2004,4
8.06,2004,5
8.23,2004,6
8.34,2004,7
8.86,2004,8
8.52,2004,9
8.28,2004,10
7.46,2004,11
7.98,2004,12
7.45,2005,1
7.73,2005,2
7.81,2005,3
7.74,2005,4
8.12,2005,5
8.86,2005,6
9.08,2005,7
9.26,2005,8
9.28,2005,9
9.99,2005,10
10.65,2005,11
9.74,2005,12
8.89,2006,1
9.59,2006,2
8.67,2006,3
8.76,2006,4
8.82,2006,5
9.09,2006,6
9.07,2006,7
9.14,2006,8
9.7,2006,9
10.16,2006,10
8.9,2006,11
8.42,2006,12
8.86,2007,1
9.04,2007,2
9.13,2007,3
9.7,2007,4
9.91,2007,5
9.5,2007,6
9.64,2007,7
9.54,2007,8
9.24,2007,9
9.71,2007,10
8.88,2007,11
9.19,2007,12
8.49,2008,1
8.62,2008,2
9.44,2008,3
9.85,2008,4
10.36,2008,5
10.38,2008,6
11.27,2008,7
11.8,2008,8
11.27,2008,9
10.95,2008,10
10.38,2008,11
9.28,2008,12
8.73,2009,1
8.85,2009,2
8.65,2009,3
8.49,2009,4
8.54,2009,5
7.64,2009,6
7.99,2009,7
7.85,2009,8
7.92,2009,9
7.95,2009,10
7.39,2009,11
7.6,2009,12
8.14,2010,1
8.57,2010,2
9.23,2010,3
9.22,2010,4
9.05,2010,5
8.86,2010,6
9.14,2010,7
9.29,2010,8
9.53,2010,9
9.58,2010,10
8.86,2010,11
8.19,2010,12
7.9,2011,1
8.24,2011,2
8.83,2011,3
8.9,2011,4
9.14,2011,5
9.47,2011,6
9.36,2011,7
9.41,2011,8
9.49,2011,9
9.45,2011,10
8.62,2011,11
8.18,2011,12
8.15,2012,1
8.4,2012,2
8.4,2012,3
8.38,2012,4
8.48,2012,5
8.01,2012,6
8.38,2012,7
8.29,2012,8
8.56,2012,9
8.68,2012,10
8.39,2012,11
8.47,2012,12
8.88,2013,1
9.17,2013,2
9.19,2013,3
9.17,2013,4
9.7,2013,5
9.7,2013,6
9.78,2013,7
9.76,2013,8
9.72,2013,9
9.68,2013,10
9.19,2013,11
8.76,2013,12
8.57,2014,1
8.85,2014,2
9.26,2014,3
10.21,2014,4
10.33,2014,5
10.11,2014,6
10.18,2014,7
9.85,2014,8
9.82,2014,9
9.7,2014,10
8.91,2014,11
9.25,2014,12
8.8,2015,1
8.81,2015,2
8.81,2015,3
9.22,2015,4
9.68,2015,5
9.27,2015,6
9.24,2015,7
9.6,2015,8
9.61,2015,9
9.55,2015,10
9.05,2015,11
8.7,2015,12
8.54,2016,1
8.47,2016,2
9.14,2016,3
9.17,2016,4
9.28,2016,5
8.96,2016,6
9.06,2016,7
9.43,2016,8
6.88,2001,1
7.11,2001,2
7.42,2001,3
8,2001,4
8,2001,5
8.3,2001,6
8.06,2001,7
8.11,2001,8
8.07,2001,9
7.49,2001,10
7.5,2001,11
7.4,2001,12
6.8,2002,1
7.03,2002,2
7,2002,3
7.14,2002,4
7.41,2002,5
7.8,2002,6
7.72,2002,7
7.5,2002,8
7.59,2002,9
6.87,2002,10
7.08,2002,11
6.69,2002,12
6.44,2003,1
6.54,2003,2
7,2003,3
7.28,2003,4
7.51,2003,5
8.12,2003,6
7.84,2003,7
7.84,2003,8
7.46,2003,9
7.02,2003,10
6.98,2003,11
6.55,2003,12
6.51,2004,1
6.5,2004,2
6.86,2004,3
7.43,2004,4
7.64,2004,5
8,2004,6
7.87,2004,7
7.96,2004,8
7.79,2004,9
7.09,2004,10
7.46,2004,11
6.98,2004,12
6.65,2005,1
6.86,2005,2
7.23,2005,3
7.79,2005,4
8.01,2005,5
8.34,2005,6
8.31,2005,7
8.48,2005,8
8.84,2005,9
8.37,2005,10
8.37,2005,11
8.12,2005,12
8.15,2006,1
8.08,2006,2
8.07,2006,3
8.55,2006,4
8.69,2006,5
8.91,2006,6
9.14,2006,7
9.77,2006,8
9.51,2006,9
9.06,2006,10
8.94,2006,11
8.59,2006,12
8.24,2007,1
8.12,2007,2
8.86,2007,3
8.63,2007,4
8.52,2007,5
8.74,2007,6
9.19,2007,7
9.09,2007,8
9.02,2007,9
8.72,2007,10
9.04,2007,11
8.4,2007,12
7.94,2008,1
8.1,2008,2
8.52,2008,3
9.43,2008,4
9.71,2008,5
10.11,2008,6
10.06,2008,7
9.79,2008,8
10.01,2008,9
9.74,2008,10
9.42,2008,11
8.64,2008,12
8.68,2009,1
9.04,2009,2
9.25,2009,3
9.07,2009,4
9.23,2009,5
9.22,2009,6
9.38,2009,7
9.43,2009,8
9.32,2009,9
9.29,2009,10
9.1,2009,11
8.64,2009,12
8.46,2010,1
8.56,2010,2
8.74,2010,3
9.34,2010,4
9.41,2010,5
9.46,2010,6
8.9,2010,7
8.89,2010,8
8.91,2010,9
8.79,2010,10
8.93,2010,11
8.28,2010,12
7.82,2011,1
7.89,2011,2
8.44,2011,3
9.06,2011,4
9.34,2011,5
9.49,2011,6
9.56,2011,7
9.61,2011,8
9.64,2011,9
9.41,2011,10
9.29,2011,11
8.64,2011,12
8.41,2012,1
8.68,2012,2
8.99,2012,3
9.35,2012,4
9.14,2012,5
9.58,2012,6
9.62,2012,7
9.69,2012,8
9.8,2012,9
9.39,2012,10
9.46,2012,11
9.07,2012,12
8.8,2013,1
9.08,2013,2
9.14,2013,3
9.45,2013,4
9.95,2013,5
10.14,2013,6
10.03,2013,7
10.06,2013,8
10.08,2013,9
9.63,2013,10
9.75,2013,11
8.98,2013,12
8.27,2014,1
8.45,2014,2
9.03,2014,3
9.73,2014,4
10.06,2014,5
10.18,2014,6
10.2,2014,7
10.04,2014,8
10.21,2014,9
9.87,2014,10
9.72,2014,11
9.09,2014,12
8.73,2015,1
9.09,2015,2
9.02,2015,3
10.1,2015,4
10.27,2015,5
10.36,2015,6
10.38,2015,7
10.39,2015,8
10.52,2015,9
10,2015,10
10.15,2015,11
9.51,2015,12
8.93,2016,1
9.13,2016,2
9.62,2016,3
10.04,2016,4
10.19,2016,5
10.31,2016,6
10.28,2016,7
10.38,2016,8
6.11,2001,1
6.23,2001,2
6.32,2001,3
6.36,2001,4
6.46,2001,5
6.37,2001,6
6.28,2001,7
6.24,2001,8
6.27,2001,9
6.46,2001,10
6.51,2001,11
6.55,2001,12
6.26,2002,1
6.34,2002,2
6.37,2002,3
6.51,2002,4
6.58,2002,5
6.52,2002,6
6.35,2002,7
6.34,2002,8
6.36,2002,9
6.52,2002,10
6.58,2002,11
6.36,2002,12
6.31,2003,1
6.3,2003,2
6.44,2003,3
6.66,2003,4
6.64,2003,5
6.53,2003,6
6.44,2003,7
6.42,2003,8
6.41,2003,9
7.03,2003,10
7.07,2003,11
6.79,2003,12
6.7,2004,1
6.74,2004,2
6.9,2004,3
7.05,2004,4
7.1,2004,5
6.89,2004,6
6.82,2004,7
6.85,2004,8
6.89,2004,9
7.06,2004,10
7.14,2004,11
6.88,2004,12
6.71,2005,1
6.78,2005,2
6.85,2005,3
7.05,2005,4
7.15,2005,5
6.96,2005,6
6.82,2005,7
6.82,2005,8
6.9,2005,9
7.33,2005,10
7.42,2005,11
7.3,2005,12
7.19,2006,1
7.29,2006,2
7.37,2006,3
8,2006,4
8.2,2006,5
8.03,2006,6
7.95,2006,7
7.88,2006,8
7.91,2006,9
7.98,2006,10
7.85,2006,11
7.61,2006,12
7.63,2007,1
7.46,2007,2
7.69,2007,3
7.97,2007,4
8.06,2007,5
7.89,2007,6
7.74,2007,7
7.76,2007,8
7.61,2007,9
8.24,2007,10
8.37,2007,11
8.13,2007,12
7.85,2008,1
7.81,2008,2
7.95,2008,3
8.9,2008,4
9.12,2008,5
8.89,2008,6
8.96,2008,7
8.87,2008,8
8.93,2008,9
10.32,2008,10
10.28,2008,11
9.95,2008,12
9.59,2009,1
9.58,2009,2
9.81,2009,3
9.61,2009,4
9.7,2009,5
9.47,2009,6
9.07,2009,7
9.2,2009,8
9.16,2009,9
9.25,2009,10
8.87,2009,11
8.6,2009,12
8.11,2010,1
8.1,2010,2
8.43,2010,3
9.18,2010,4
9.47,2010,5
9.46,2010,6
9.59,2010,7
9.58,2010,8
9.72,2010,9
10.45,2010,10
10.19,2010,11
9.5,2010,12
9.41,2011,1
9.43,2011,2
9.98,2011,3
9.98,2011,4
10.13,2011,5
9.98,2011,6
10.22,2011,7
10.13,2011,8
10.22,2011,9
10.38,2011,10
10.15,2011,11
10.19,2011,12
9.8,2012,1
9.64,2012,2
9.83,2012,3
10.11,2012,4
10.24,2012,5
10.24,2012,6
10.14,2012,7
10,2012,8
10.18,2012,9
10.41,2012,10
10.33,2012,11
10.48,2012,12
9.98,2013,1
9.61,2013,2
9.73,2013,3
9.82,2013,4
10.32,2013,5
10.4,2013,6
10.35,2013,7
10.17,2013,8
9.83,2013,9
9.87,2013,10
9.95,2013,11
9.79,2013,12
9.73,2014,1
9.77,2014,2
10.57,2014,3
10.84,2014,4
10.9,2014,5
10.85,2014,6
10.76,2014,7
10.47,2014,8
10.06,2014,9
10.36,2014,10
10.18,2014,11
10.06,2014,12
9.96,2015,1
9.85,2015,2
9.79,2015,3
10.6,2015,4
10.58,2015,5
10.43,2015,6
10.31,2015,7
10.28,2015,8
10.31,2015,9
10.61,2015,10
10.77,2015,11
10.4,2015,12
9.9,2016,1
9.61,2016,2
10.01,2016,3
10.22,2016,4
10.25,2016,5
10.37,2016,6
10.45,2016,7
10.54,2016,8
6.45,2001,1
6.69,2001,2
7.14,2001,3
7.42,2001,4
7.76,2001,5
7.81,2001,6
7.82,2001,7
7.89,2001,8
7.77,2001,9
7.13,2001,10
7.13,2001,11
6.99,2001,12
6.5,2002,1
6.75,2002,2
6.78,2002,3
7.38,2002,4
7.54,2002,5
7.76,2002,6
7.73,2002,7
7.52,2002,8
7.48,2002,9
7.25,2002,10
7.33,2002,11
6.94,2002,12
6.8,2003,1
6.88,2003,2
7.45,2003,3
7.83,2003,4
7.94,2003,5
8.26,2003,6
8.04,2003,7
7.97,2003,8
7.74,2003,9
7.48,2003,10
7.43,2003,11
7.03,2003,12
7.2,2004,1
7.23,2004,2
7.64,2004,3
8.28,2004,4
8.44,2004,5
8.67,2004,6
8.75,2004,7
8.85,2004,8
8.66,2004,9
8.23,2004,10
8.11,2004,11
7.94,2004,12
7.34,2005,1
7.64,2005,2
8.15,2005,3
8.44,2005,4
8.69,2005,5
8.76,2005,6
8.78,2005,7
8.96,2005,8
9.25,2005,9
9.23,2005,10
9.79,2005,11
9.27,2005,12
9.61,2006,1
9.97,2006,2
10.15,2006,3
10.15,2006,4
10.2,2006,5
10.23,2006,6
9.59,2006,7
9.65,2006,8
9.56,2006,9
9.19,2006,10
9.12,2006,11
8.55,2006,12
8.69,2007,1
8.58,2007,2
9.12,2007,3
9.7,2007,4
9.84,2007,5
9.75,2007,6
9.54,2007,7
9.63,2007,8
9.3,2007,9
9.49,2007,10
9.49,2007,11
9.23,2007,12
9.11,2008,1
9.01,2008,2
9.54,2008,3
10.07,2008,4
10.53,2008,5
10.5,2008,6
11.41,2008,7
11.32,2008,8
10.95,2008,9
10.83,2008,10
10.63,2008,11
10.18,2008,12
9.93,2009,1
10.1,2009,2
10.31,2009,3
10.6,2009,4
10.72,2009,5
10.56,2009,6
10.16,2009,7
10.14,2009,8
10.19,2009,9
10.33,2009,10
10.37,2009,11
9.54,2009,12
8.87,2010,1
9.01,2010,2
9.31,2010,3
10.4,2010,4
10.55,2010,5
10.21,2010,6
10.25,2010,7
10.29,2010,8
10.07,2010,9
10,2010,10
10.25,2010,11
9.64,2010,12
9.64,2011,1
9.74,2011,2
10.59,2011,3
10.68,2011,4
10.7,2011,5
10.37,2011,6
10.05,2011,7
10.06,2011,8
9.98,2011,9
10.33,2011,10
10.56,2011,11
10.08,2011,12
10.03,2012,1
10.43,2012,2
10.62,2012,3
10.66,2012,4
10.37,2012,5
10.26,2012,6
10.14,2012,7
9.95,2012,8
9.98,2012,9
10.31,2012,10
10.65,2012,11
10.29,2012,12
9.93,2013,1
10.34,2013,2
10.49,2013,3
11.27,2013,4
11.45,2013,5
11.1,2013,6
10.84,2013,7
10.77,2013,8
10.79,2013,9
10.93,2013,10
11.28,2013,11
10.54,2013,12
10.39,2014,1
10.57,2014,2
11.22,2014,3
11.82,2014,4
11.92,2014,5
11.65,2014,6
11.57,2014,7
11.56,2014,8
11.36,2014,9
11.49,2014,10
11.66,2014,11
11.25,2014,12
11.06,2015,1
11.06,2015,2
11.11,2015,3
12.12,2015,4
12.2,2015,5
11.78,2015,6
11.16,2015,7
10.96,2015,8
11.07,2015,9
11.16,2015,10
11.55,2015,11
11.16,2015,12
10.49,2016,1
10.32,2016,2
10.91,2016,3
11.01,2016,4
10.88,2016,5
10.64,2016,6
10.21,2016,7
10.31,2016,8
5.14,2001,1
5.54,2001,2
5.5,2001,3
5.64,2001,4
5.75,2001,5
5.75,2001,6
5.69,2001,7
5.59,2001,8
5.72,2001,9
5.79,2001,10
5.67,2001,11
5.54,2001,12
5.26,2002,1
5.51,2002,2
5.48,2002,3
5.71,2002,4
5.94,2002,5
5.85,2002,6
5.77,2002,7
5.78,2002,8
5.8,2002,9
5.84,2002,10
5.68,2002,11
5.34,2002,12
5.41,2003,1
5.43,2003,2
5.7,2003,3
5.95,2003,4
5.97,2003,5
6.2,2003,6
5.92,2003,7
5.91,2003,8
5.83,2003,9
6.16,2003,10
6.1,2003,11
5.68,2003,12
5.58,2004,1
5.65,2004,2
5.93,2004,3
6.16,2004,4
6.25,2004,5
6.28,2004,6
6.23,2004,7
6.2,2004,8
6.29,2004,9
6.53,2004,10
6.53,2004,11
6.17,2004,12
6.19,2005,1
6.2,2005,2
6.24,2005,3
6.73,2005,4
6.9,2005,5
6.61,2005,6
6.63,2005,7
6.71,2005,8
6.57,2005,9
6.97,2005,10
6.85,2005,11
6.52,2005,12
6.45,2006,1
6.52,2006,2
6.71,2006,3
7.22,2006,4
7.43,2006,5
7.32,2006,6
7.21,2006,7
7.23,2006,8
7.24,2006,9
7.25,2006,10
6.98,2006,11
6.94,2006,12
6.9,2007,1
6.88,2007,2
7.06,2007,3
7.67,2007,4
7.55,2007,5
7.46,2007,6
7.35,2007,7
7.38,2007,8
7.31,2007,9
7.63,2007,10
7.76,2007,11
7.55,2007,12
7.04,2008,1
7.23,2008,2
7.34,2008,3
7.81,2008,4
8.18,2008,5
8.19,2008,6
8.28,2008,7
8.16,2008,8
7.96,2008,9
8.78,2008,10
8.4,2008,11
8.46,2008,12
8.17,2009,1
8.26,2009,2
8.43,2009,3
8.57,2009,4
8.56,2009,5
8.46,2009,6
8.57,2009,7
8.6,2009,8
8.44,2009,9
8.48,2009,10
8.05,2009,11
8.03,2009,12
7.73,2010,1
8.03,2010,2
7.55,2010,3
8.71,2010,4
8.77,2010,5
8.51,2010,6
8.87,2010,7
9.15,2010,8
8.94,2010,9
9.68,2010,10
9.2,2010,11
8.51,2010,12
8.57,2011,1
8.79,2011,2
9.22,2011,3
9.4,2011,4
9.44,2011,5
9.24,2011,6
9.24,2011,7
9.19,2011,8
9.66,2011,9
9.69,2011,10
9.41,2011,11
9.22,2011,12
8.98,2012,1
9.07,2012,2
9.47,2012,3
9.63,2012,4
9.72,2012,5
9.48,2012,6
9.27,2012,7
9.45,2012,8
9.83,2012,9
9.72,2012,10
9.41,2012,11
9.46,2012,12
9.33,2013,1
9.5,2013,2
9.41,2013,3
9.96,2013,4
10.24,2013,5
10.13,2013,6
10.14,2013,7
9.96,2013,8
10.04,2013,9
9.92,2013,10
9.68,2013,11
9.52,2013,12
9.5,2014,1
9.63,2014,2
10.12,2014,3
10.87,2014,4
10.67,2014,5
10.56,2014,6
10.49,2014,7
10.21,2014,8
10.19,2014,9
10.51,2014,10
10.17,2014,11
9.91,2014,12
9.5,2015,1
9.57,2015,2
9.7,2015,3
10.54,2015,4
10.24,2015,5
10.05,2015,6
9.95,2015,7
10.27,2015,8
10.34,2015,9
10.72,2015,10
10.67,2015,11
10.34,2015,12
9.8,2016,1
9.71,2016,2
10.05,2016,3
10.36,2016,4
10.51,2016,5
10.33,2016,6
10.28,2016,7
10.31,2016,8
6.33,2001,1
6.66,2001,2
7.38,2001,3
7.34,2001,4
7.23,2001,5
7.14,2001,6
7.05,2001,7
7.08,2001,8
7.01,2001,9
7.29,2001,10
7.16,2001,11
6.97,2001,12
